Product,Type,Release Date,Process Size (nm),TDP (W),Transistors (million),Freq (MHz),Vendor
AMD Athlon 64 3800+,CPU,2006-05-23,90.0,62.0,154.0,2400.0,AMD
AMD Opteron 250,CPU,2004-12-01,90.0,85.0,106.0,2400.0,AMD
AMD Athlon 64 X2 4600+ EE,CPU,2006-05-23,90.0,65.0,154.0,2400.0,AMD
Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,624.0,2400.0,Intel
AMD Athlon XP 2200+,CPU,2003-09-01,130.0,63.0,63.0,1800.0,AMD
AMD Athlon 1200,CPU,2000-10-17,180.0,66.0,37.0,1200.0,AMD
Intel Pentium III  800,CPU,2001-06-01,180.0,38.0,44.0,800.0,Intel
AMD Athlon XP-M 2200+,CPU,2001-01-01,130.0,45.0,63.0,1667.0,AMD
Intel Pentium 4-M 1.40,CPU,2002-04-23,130.0,21.0,55.0,1400.0,Intel
Intel Core i3-2377M,CPU,2012-09-01,32.0,17.0,624.0,1500.0,Intel
Intel Atom D510,CPU,2009-12-21,45.0,13.0,176.0,1667.0,Intel
Intel Core Duo T2250,CPU,2006-05-01,65.0,31.0,151.0,1733.0,Intel
Intel Atom N455,CPU,2010-06-01,45.0,7.0,123.0,1667.0,Intel
Intel Pentium D 840,CPU,2005-05-26,90.0,130.0,169.0,3200.0,Intel
Intel Xeon E5-2609 v2,CPU,2013-09-01,22.0,80.0,1400.0,2500.0,Intel
Intel Core 2 Duo E4600,CPU,2007-10-21,65.0,65.0,167.0,2400.0,Intel
Intel Xeon E7-8893 v3,CPU,2015-06-01,22.0,140.0,1400.0,3200.0,Intel
Intel Core i7-620M,CPU,2010-01-07,32.0,35.0,384.0,2677.0,Intel
AMD Phenom II X3 B75,CPU,2009-10-01,45.0,95.0,758.0,3000.0,AMD
AMD Athlon 64 3000+,CPU,2004-04-27,130.0,89.0,69.0,1800.0,AMD
AMD Athlon 64 3200+,CPU,2001-01-01,130.0,89.0,105.0,2200.0,AMD
Intel Xeon 3.06,CPU,2003-07-14,130.0,97.0,286.0,3066.0,Intel
Intel Pentium 4 HT 520,CPU,2004-06-21,90.0,84.0,125.0,2800.0,Intel
AMD Athlon 64 FX-51,CPU,2003-09-23,130.0,89.0,105.0,2200.0,AMD
Intel Xeon E3-1280 v5,CPU,2015-10-19,14.0,80.0,1400.0,3700.0,Intel
AMD Athlon II X3 455,CPU,2010-12-07,45.0,95.0,300.0,3300.0,AMD
Intel Pentium 4 2.0,CPU,2001-01-01,130.0,110.0,55.0,2000.0,Intel
AMD Ryzen 7 2700,CPU,2018-04-19,12.0,65.0,4800.0,3200.0,AMD
Intel Celeron 2.30,CPU,2003-03-31,130.0,73.0,55.0,2300.0,Intel
AMD Athlon 750,CPU,2000-06-05,180.0,43.0,37.0,750.0,AMD
AMD Sempron 150,CPU,2010-12-07,45.0,45.0,234.0,2900.0,AMD
AMD Athlon 1200,CPU,2000-10-31,180.0,66.0,37.0,1200.0,AMD
Intel Core 2 Duo T7600G,CPU,2006-12-27,65.0,35.0,293.0,2333.0,Intel
Intel Core i7-3970X,CPU,2012-11-01,32.0,150.0,2270.0,3500.0,Intel
AMD Mobile Athlon 64 3400+,CPU,2005-08-01,130.0,62.0,106.0,2200.0,AMD
AMD Opteron 6168,CPU,2010-03-29,45.0,115.0,1800.0,1900.0,AMD
AMD Athlon XP 2800+ DTR,CPU,2001-01-01,130.0,68.0,63.0,2083.0,AMD
Intel Atom E660,CPU,2010-09-14,45.0,3.0,47.0,1300.0,Intel
Intel Core i5-3475S,CPU,2012-06-01,22.0,65.0,1400.0,2900.0,Intel
AMD Athlon 64 FX-74,CPU,2006-11-30,90.0,125.0,227.0,3000.0,AMD
Intel Atom N280,CPU,2008-06-03,45.0,3.0,47.0,1667.0,Intel
AMD Turion 64 ML-40,CPU,2005-06-22,90.0,35.0,114.0,2200.0,AMD
Intel Celeron 2.80,CPU,2003-11-03,130.0,73.0,55.0,2800.0,Intel
Intel Pentium G630T,CPU,2011-09-04,32.0,35.0,504.0,2300.0,Intel
AMD Phenom II X3 B73,CPU,2009-10-01,45.0,95.0,758.0,2800.0,AMD
AMD Ryzen 3 1300X,CPU,2017-07-27,14.0,65.0,4800.0,3400.0,AMD
Intel Pentium M 715,CPU,2004-06-23,90.0,21.0,140.0,1500.0,Intel
Intel Pentium D 840 EE,CPU,2005-05-01,90.0,130.0,169.0,3200.0,Intel
AMD Athlon X2 4050e,CPU,2008-04-21,65.0,45.0,154.0,2100.0,AMD
Intel Core i7-4790S,CPU,2014-05-01,22.0,65.0,1400.0,3100.0,Intel
AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12.0,15.0,4940.0,2100.0,AMD
Intel Xeon E3-1280,CPU,2011-04-03,32.0,95.0,1160.0,3500.0,Intel
Intel Core 2 Duo U7600,CPU,2007-04-27,65.0,10.0,293.0,1200.0,Intel
AMD Athlon XP 2400+,CPU,2002-08-21,130.0,68.0,63.0,2000.0,AMD
AMD E1-2100,CPU,2013-05-23,32.0,9.0,1178.0,1000.0,AMD
AMD EPYC 7401P,CPU,2017-06-29,14.0,170.0,4800.0,2000.0,AMD
Intel Xeon 7140M,CPU,2006-08-27,65.0,150.0,1328.0,3400.0,Intel
Intel Xeon E5-2650 v2,CPU,2013-09-01,22.0,95.0,1400.0,2600.0,Intel
Intel Atom Z620,CPU,2010-05-04,45.0,1.0,140.0,900.0,Intel
Intel Xeon 2.0,CPU,2002-02-25,130.0,89.0,55.0,2000.0,Intel
AMD Phenom II X3 705e,CPU,2009-06-02,45.0,65.0,758.0,2500.0,AMD
Intel Pentium 4 511,CPU,2005-01-01,90.0,84.0,125.0,2800.0,Intel
AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,63.0,2100.0,AMD
AMD Phenom II X3 700e,CPU,2009-06-02,45.0,65.0,758.0,2400.0,AMD
AMD Opteron 842,CPU,2003-09-09,130.0,82.0,106.0,1600.0,AMD
AMD Sempron 3000+,CPU,2001-01-01,130.0,25.0,69.0,1800.0,AMD
Intel Pentium 4 1.8A,CPU,2001-07-02,180.0,67.0,42.0,1800.0,Intel
AMD Opteron X2 270 HE,CPU,2005-12-01,90.0,55.0,233.0,2000.0,AMD
Intel Xeon 7110M,CPU,2006-08-27,65.0,95.0,1328.0,2600.0,Intel
AMD FX-8140,CPU,2012-10-23,32.0,95.0,1200.0,3200.0,AMD
Intel Atom D2550,CPU,2011-11-01,32.0,10.0,176.0,1867.0,Intel
Intel Celeron G3920,CPU,2015-09-01,14.0,51.0,1400.0,2900.0,Intel
AMD Ryzen 5 3400G,CPU,2019-07-07,12.0,65.0,4940.0,3700.0,AMD
AMD Athlon 64 X2 6000+,CPU,2007-02-20,90.0,125.0,227.0,3000.0,AMD
Intel Core 2 Duo E6600,CPU,2006-07-27,65.0,65.0,291.0,2400.0,Intel
AMD EPYC 7272,CPU,2019-08-07,7.0,120.0,3800.0,2600.0,AMD
AMD Athlon 64 LE-1660,CPU,2008-05-01,65.0,45.0,122.0,2800.0,AMD
Intel Pentium SU4100,CPU,2009-09-01,45.0,10.0,410.0,1300.0,Intel
AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,69.0,1800.0,AMD
Intel Pentium M 765,CPU,2004-10-20,90.0,21.0,140.0,2100.0,Intel
Intel Core i3-350M,CPU,2010-01-07,32.0,35.0,382.0,2267.0,Intel
AMD Phenom X3 8400,CPU,2008-03-27,65.0,95.0,450.0,2100.0,AMD
AMD Ryzen Threadripper 1920X,CPU,2017-08-10,14.0,180.0,9600.0,3500.0,AMD
Intel Pentium 4 2.4,CPU,2002-05-06,130.0,92.0,55.0,2400.0,Intel
AMD EPYC 7551P,CPU,2017-06-29,14.0,180.0,4800.0,2000.0,AMD
AMD Athlon XP-M 2000+,CPU,2001-01-01,130.0,45.0,63.0,1533.0,AMD
Intel Core i3-2102,CPU,2011-06-01,32.0,65.0,504.0,3100.0,Intel
AMD A6-3400M,CPU,2011-06-14,32.0,35.0,1178.0,1400.0,AMD
AMD EPYC 7451,CPU,2017-06-29,14.0,180.0,4800.0,2300.0,AMD
Intel Atom Z510PT,CPU,2009-03-02,45.0,2.0,47.0,1100.0,Intel
AMD Ryzen 7 PRO 3700U,CPU,2019-04-08,12.0,15.0,4940.0,2300.0,AMD
AMD Athlon 64 X2 5200+,CPU,2006-09-06,90.0,89.0,154.0,2600.0,AMD
AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,89.0,154.0,2200.0,AMD
Intel Pentium 4 HT 641,CPU,2006-01-05,65.0,86.0,188.0,3200.0,Intel
AMD Athlon II X2 260,CPU,2010-05-11,45.0,65.0,410.0,3200.0,AMD
Intel Pentium 4 HT 524,CPU,2001-01-01,90.0,84.0,125.0,3060.0,Intel
AMD Opteron 840,CPU,2004-05-18,130.0,82.0,106.0,1400.0,AMD
AMD Athlon 64 X2 4600+,CPU,2008-04-22,65.0,65.0,154.0,2400.0,AMD
Intel Pentium 4-M 1.60,CPU,2002-03-04,130.0,30.0,55.0,1600.0,Intel
Intel Pentium M 780,CPU,2005-07-25,90.0,27.0,140.0,2260.0,Intel
AMD A8-3850,CPU,2011-06-30,32.0,100.0,1178.0,2900.0,AMD
Intel Celeron G540T,CPU,2011-09-04,32.0,35.0,504.0,2100.0,Intel
AMD Opteron 240 EE,CPU,2004-02-14,130.0,30.0,106.0,1400.0,AMD
AMD Opteron 3380,CPU,2012-12-04,32.0,65.0,1200.0,2600.0,AMD
Intel Core i7-640M,CPU,2010-09-01,32.0,35.0,384.0,2800.0,Intel
Intel Xeon E5-2403 v2,CPU,2013-09-01,22.0,80.0,1400.0,1800.0,Intel
Intel Pentium G640,CPU,2012-06-03,32.0,65.0,504.0,2800.0,Intel
Intel Core 2 Duo U7500,CPU,2007-04-27,65.0,10.0,293.0,1073.0,Intel
Intel Xeon E3-1230,CPU,2011-04-03,32.0,80.0,1160.0,3200.0,Intel
Intel Pentium Dual-Core E2160,CPU,2007-06-03,65.0,65.0,105.0,1800.0,Intel
Intel Pentium 997,CPU,2012-09-01,32.0,17.0,504.0,1600.0,Intel
Intel Xeon Phi 7295,CPU,2017-12-01,14.0,320.0,8000.0,1500.0,Intel
AMD Athlon II X3 440,CPU,2010-01-25,45.0,95.0,300.0,3000.0,AMD
AMD Phenom II X6 1055T (125W),CPU,2010-04-27,45.0,125.0,904.0,2800.0,AMD
AMD Ryzen 3 PRO 1300,CPU,2017-06-29,14.0,65.0,4800.0,3200.0,AMD
AMD Sempron 3100+,CPU,2005-01-01,90.0,25.0,63.0,1800.0,AMD
AMD Athlon XP-M 3000+,CPU,2001-01-01,130.0,45.0,63.0,2200.0,AMD
AMD Sempron 2600+,CPU,2001-01-01,130.0,62.0,63.0,1833.0,AMD
AMD FX-8320E,CPU,2014-09-02,32.0,95.0,1200.0,3200.0,AMD
AMD Athlon X2 5050e,CPU,2008-10-21,65.0,45.0,154.0,2600.0,AMD
Intel Core i5-4690K,CPU,2014-06-02,22.0,88.0,1400.0,3500.0,Intel
Intel Core i7-4850EQ,CPU,2013-08-29,22.0,47.0,1400.0,1600.0,Intel
AMD EPYC 7301,CPU,2017-06-29,14.0,170.0,4800.0,2200.0,AMD
AMD EPYC 7551,CPU,2017-06-29,14.0,180.0,4800.0,2000.0,AMD
Intel Core i5-4440,CPU,2013-09-01,22.0,84.0,1400.0,3100.0,Intel
Intel Pentium G3460,CPU,2014-07-21,22.0,54.0,1400.0,3500.0,Intel
AMD Athlon 1300,CPU,2001-03-21,180.0,68.0,37.0,1300.0,AMD
Intel Xeon Phi 7210F,CPU,2016-06-20,14.0,230.0,8000.0,1300.0,Intel
Intel Core 2 Duo U7700,CPU,2007-12-27,65.0,10.0,293.0,1333.0,Intel
Intel Xeon E7-8860,CPU,2011-04-03,32.0,130.0,2600.0,2276.0,Intel
AMD Opteron 2350 HE,CPU,2008-10-01,65.0,79.0,463.0,2000.0,AMD
Intel Xeon 3.06,CPU,2003-03-10,130.0,89.0,55.0,3066.0,Intel
AMD Athlon 64 1500+,CPU,2005-11-07,90.0,9.0,69.0,1000.0,AMD
AMD Sempron 3100+,CPU,2005-04-01,90.0,62.0,63.0,1800.0,AMD
AMD Sempron 3400+,CPU,2006-05-23,90.0,62.0,81.0,1800.0,AMD
AMD Mobile Athlon 64 3200+,CPU,2003-08-01,130.0,82.0,106.0,2000.0,AMD
AMD Athlon 3000G,CPU,2019-11-20,14.0,35.0,4800.0,3500.0,AMD
Intel Xeon X5687,CPU,2011-02-14,32.0,130.0,1170.0,3600.0,Intel
AMD Phenom X3 8850,CPU,2008-10-21,65.0,95.0,450.0,2500.0,AMD
AMD Sempron 2200+,CPU,2004-08-01,130.0,62.0,37.0,1500.0,AMD
Intel Pentium 4 1.9,CPU,2001-08-27,180.0,69.0,42.0,1900.0,Intel
AMD Phenom X4 9600B,CPU,2008-04-28,65.0,95.0,450.0,2300.0,AMD
AMD Opteron 842,CPU,2004-12-01,90.0,85.0,106.0,1600.0,AMD
AMD Athlon XP 1800+,CPU,2002-06-10,130.0,51.0,37.0,1533.0,AMD
Intel Xeon Platinum 8180M,CPU,2017-07-11,14.0,205.0,8000.0,2500.0,Intel
Intel Core i3-2100T,CPU,2011-02-20,32.0,35.0,504.0,2500.0,Intel
AMD Sempron 2600+,CPU,2004-07-28,90.0,25.0,63.0,1600.0,AMD
AMD Athlon XP 2500+,CPU,2003-02-10,130.0,68.0,63.0,1833.0,AMD
Intel Pentium III  933,CPU,2001-06-01,180.0,27.0,44.0,933.0,Intel
Intel Pentium P6100,CPU,2010-09-26,32.0,35.0,384.0,2000.0,Intel
Intel Core 2 Duo U7700,CPU,2008-02-27,65.0,10.0,293.0,1333.0,Intel
Intel Celeron G1101,CPU,2010-01-07,32.0,73.0,382.0,2266.0,Intel
Intel Pentium M 760,CPU,2005-01-19,90.0,27.0,140.0,2000.0,Intel
AMD Opteron 3350 HE,CPU,2012-12-04,32.0,45.0,1200.0,2800.0,AMD
AMD Athlon 64 3200+,CPU,2005-04-04,90.0,67.0,69.0,2000.0,AMD
Intel Xeon MP 7030 Dual-Core,CPU,2005-12-01,90.0,135.0,200.0,2800.0,Intel
AMD A8-5557M,CPU,2013-06-01,32.0,35.0,1178.0,2100.0,AMD
Intel Celeron 857,CPU,2011-07-01,32.0,17.0,504.0,1200.0,Intel
Intel Pentium 4-M 2.50,CPU,2003-04-16,130.0,35.0,55.0,2500.0,Intel
AMD EPYC 7542,CPU,2019-08-07,7.0,225.0,3800.0,2900.0,AMD
AMD Athlon 64 3000+,CPU,2006-05-23,90.0,62.0,154.0,1800.0,AMD
Intel Pentium 4-M 1.90,CPU,2002-06-24,130.0,32.0,55.0,1900.0,Intel
AMD Athlon 64 X2 3600+,CPU,2006-12-05,65.0,65.0,154.0,1900.0,AMD
AMD EPYC 7402P,CPU,2019-08-07,7.0,180.0,3800.0,2800.0,AMD
Intel Core i7-880,CPU,2010-05-30,45.0,95.0,774.0,3066.0,Intel
Intel Pentium 4 HT 561,CPU,2005-06-12,90.0,115.0,125.0,3600.0,Intel
Intel Pentium 4 HT 661,CPU,2006-01-05,65.0,86.0,188.0,3600.0,Intel
Intel Pentium Dual-Core T4500,CPU,2010-01-01,45.0,35.0,410.0,2300.0,Intel
Intel Core i5-655K,CPU,2010-05-30,32.0,73.0,382.0,3200.0,Intel
AMD Opteron 144,CPU,2003-06-30,130.0,85.0,106.0,1800.0,AMD
Intel Pentium 4 HT 2.8E,CPU,2004-02-01,90.0,115.0,125.0,2800.0,Intel
Intel Xeon Platinum 9221,CPU,2019-04-02,14.0,250.0,8000.0,2100.0,Intel
AMD EPYC 7H12,CPU,2019-09-18,7.0,280.0,3800.0,2600.0,AMD
AMD Phenom II X2 B55,CPU,2009-10-01,45.0,80.0,758.0,3000.0,AMD
AMD Athlon 64 LE-1600,CPU,2007-10-08,90.0,45.0,154.0,2200.0,AMD
AMD Opteron 148,CPU,2003-11-17,130.0,89.0,106.0,2200.0,AMD
Intel Core i3-2328M,CPU,2012-09-01,32.0,35.0,624.0,2200.0,Intel
Intel Core i5-4690,CPU,2014-05-01,22.0,84.0,1400.0,3400.0,Intel
AMD Athlon II X3 450,CPU,2010-09-21,45.0,95.0,300.0,3200.0,AMD
Intel Xeon E3-1235,CPU,2011-04-03,32.0,95.0,1160.0,3200.0,Intel
AMD Athlon 64 FX-76,CPU,2006-11-01,90.0,125.0,227.0,3200.0,AMD
Intel Xeon E5-2670 v2,CPU,2013-09-01,22.0,115.0,1400.0,2500.0,Intel
Intel Atom E640,CPU,2010-09-14,45.0,3.0,47.0,1000.0,Intel
AMD Athlon 950,CPU,2000-06-05,180.0,52.0,37.0,950.0,AMD
AMD Athlon X2 7850 BE,CPU,2009-04-28,65.0,95.0,450.0,2800.0,AMD
AMD Sempron 2600+,CPU,2004-08-01,90.0,62.0,63.0,1600.0,AMD
Intel Xeon Phi 3110X,CPU,2012-11-12,22.0,300.0,5000.0,1053.0,Intel
AMD EPYC 7702,CPU,2019-08-07,7.0,200.0,3800.0,2000.0,AMD
Intel Core 2 Duo E8400,CPU,2008-01-01,45.0,65.0,410.0,3000.0,Intel
Intel Xeon L5506,CPU,2009-03-30,45.0,60.0,731.0,2133.0,Intel
AMD Athlon 64 3500+,CPU,2004-06-01,130.0,89.0,106.0,2200.0,AMD
Intel Xeon Phi 5110P,CPU,2012-11-12,22.0,225.0,5000.0,1053.0,Intel
Intel Core i3-4330T,CPU,2013-09-01,22.0,35.0,1400.0,3000.0,Intel
AMD FX-8100,CPU,2011-10-12,32.0,95.0,1200.0,2800.0,AMD
AMD Ryzen Threadripper 1940,CPU,2017-07-29,14.0,180.0,9600.0,3200.0,AMD
Intel Xeon Phi 7120D,CPU,2014-03-01,22.0,270.0,5000.0,1238.0,Intel
AMD Sempron 2800+,CPU,2004-07-28,90.0,62.0,63.0,1600.0,AMD
AMD Mobile Athlon 64 2800+,CPU,2003-08-01,130.0,82.0,106.0,1800.0,AMD
Intel Core i3-2340UE,CPU,2011-06-01,32.0,17.0,624.0,1300.0,Intel
AMD Mobile Athlon 64 3000+,CPU,2003-08-01,130.0,82.0,106.0,1800.0,AMD
Intel Xeon Platinum 8270,CPU,2018-12-11,14.0,205.0,8000.0,2700.0,Intel
AMD Sempron 3000+,CPU,2005-07-15,90.0,25.0,69.0,1800.0,AMD
Intel Atom Z560,CPU,2010-06-01,45.0,2.0,47.0,2133.0,Intel
Intel Pentium G840,CPU,2011-05-22,32.0,65.0,504.0,2800.0,Intel
AMD Phenom II X4 820,CPU,2009-09-01,45.0,95.0,758.0,2800.0,AMD
AMD Opteron 43CX EE,CPU,2012-12-04,32.0,35.0,1200.0,2200.0,AMD
AMD Ryzen 5 PRO 2400G,CPU,2018-05-10,14.0,65.0,4950.0,3600.0,AMD
Intel Celeron G530,CPU,2011-09-04,32.0,65.0,504.0,2400.0,Intel
AMD Ryzen 5 PRO 1500,CPU,2017-06-29,14.0,65.0,4800.0,3500.0,AMD
AMD Phenom II X4 840T,CPU,2010-09-01,45.0,95.0,904.0,2900.0,AMD
Intel Pentium E5200,CPU,2008-08-31,45.0,65.0,228.0,2500.0,Intel
AMD Athlon 64 3600+,CPU,2004-06-01,130.0,89.0,106.0,2400.0,AMD
AMD Phenom X4 9100e,CPU,2008-03-27,65.0,65.0,450.0,1800.0,AMD
Intel Pentium M 770,CPU,2005-01-19,90.0,27.0,140.0,2130.0,Intel
Intel Core 2 Quad Q8200,CPU,2008-08-31,45.0,95.0,456.0,2333.0,Intel
AMD Athlon 1333,CPU,2001-03-21,180.0,70.0,37.0,1333.0,AMD
AMD Athlon 64 3200+,CPU,2004-10-14,90.0,67.0,69.0,2000.0,AMD
AMD Phenom II X4 910e,CPU,2010-01-25,45.0,65.0,758.0,2600.0,AMD
Intel Atom D425,CPU,2010-06-21,45.0,10.0,123.0,1834.0,Intel
Intel Core Duo T2400,CPU,2006-01-05,65.0,31.0,151.0,1826.0,Intel
Intel Pentium 4-M 1.50,CPU,2002-04-23,130.0,26.0,55.0,1500.0,Intel
Intel Xeon 2.66,CPU,2002-11-18,130.0,89.0,55.0,2660.0,Intel
Intel Celeron D 326,CPU,2004-09-22,90.0,73.0,125.0,2530.0,Intel
Intel Pentium Dual-Core E2180,CPU,2007-08-26,65.0,65.0,105.0,2000.0,Intel
AMD Sempron 3000+,CPU,2004-07-28,90.0,62.0,63.0,1800.0,AMD
AMD A8-3510MX,CPU,2011-06-14,32.0,45.0,1178.0,1800.0,AMD
Intel Xeon Phi SE10X,CPU,2012-11-12,22.0,300.0,5000.0,1100.0,Intel
AMD Phenom II X3 740 BE,CPU,2009-09-01,45.0,95.0,758.0,3000.0,AMD
AMD Opteron 252,CPU,2005-02-14,90.0,92.0,106.0,2600.0,AMD
Intel Atom Z550,CPU,2009-04-08,45.0,2.0,47.0,2000.0,Intel
AMD Athlon II X4 620,CPU,2009-09-16,45.0,95.0,300.0,2600.0,AMD
AMD Ryzen Threadripper 1950X,CPU,2017-08-10,14.0,180.0,9600.0,3400.0,AMD
Intel Xeon E5-2420 v2,CPU,2013-09-01,22.0,80.0,1400.0,2200.0,Intel
AMD A6-5350M,CPU,2013-06-01,32.0,35.0,1178.0,2900.0,AMD
AMD Phenom X4 9550,CPU,2008-03-27,65.0,95.0,450.0,2200.0,AMD
Intel Core 2 Duo E7200,CPU,2008-04-20,45.0,65.0,228.0,2533.0,Intel
Intel Core Duo ULV L2500,CPU,2006-06-28,65.0,9.0,151.0,1200.0,Intel
Intel Mobile Pentium 4 HT 552,CPU,2005-01-04,90.0,88.0,125.0,3467.0,Intel
Intel Xeon E5-4610,CPU,2012-05-14,32.0,130.0,2270.0,2400.0,Intel
Intel Celeron E3500,CPU,2010-08-29,45.0,65.0,228.0,2700.0,Intel
Intel Xeon E3-1220L,CPU,2011-04-03,32.0,20.0,504.0,2200.0,Intel
AMD Phenom II X2 565 BE,CPU,2010-12-07,45.0,80.0,758.0,3400.0,AMD
AMD Turion 64 ML-34,CPU,2005-03-10,90.0,35.0,114.0,1800.0,AMD
Intel Core Duo LV L2400,CPU,2006-01-05,65.0,15.0,151.0,1666.0,Intel
Intel Celeron D 341,CPU,2004-09-22,90.0,84.0,125.0,2930.0,Intel
Intel Pentium 4 1.4,CPU,2001-08-27,180.0,55.0,42.0,1400.0,Intel
Intel Pentium G860,CPU,2011-09-04,32.0,65.0,504.0,3000.0,Intel
Intel Xeon 3.0,CPU,2004-06-28,90.0,135.0,155.0,3000.0,Intel
AMD Athlon 64 3700+,CPU,2004-06-01,130.0,89.0,105.0,2400.0,AMD
AMD E2-3000,CPU,2013-05-23,32.0,15.0,1178.0,1650.0,AMD
AMD Athlon 64 3100+,CPU,2008-04-21,65.0,25.0,122.0,2000.0,AMD
Intel Celeron 787,CPU,2011-07-01,32.0,17.0,504.0,1300.0,Intel
AMD Athlon XP 2600+,CPU,2001-01-01,130.0,68.0,63.0,1917.0,AMD
Intel Xeon E3-1270 v2,CPU,2012-05-14,22.0,69.0,1400.0,3500.0,Intel
AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,37.0,1467.0,AMD
AMD Ryzen 9 3900X,CPU,2019-07-07,7.0,105.0,3800.0,3800.0,AMD
AMD Opteron 150,CPU,2004-05-18,130.0,89.0,106.0,2400.0,AMD
Intel Pentium 4 HT 571,CPU,2005-06-12,90.0,115.0,125.0,3800.0,Intel
Intel Core 2 Quad Q9450,CPU,2008-03-25,45.0,95.0,820.0,2666.0,Intel
Intel Xeon E3-1245 v2,CPU,2012-05-14,22.0,77.0,1400.0,3400.0,Intel
AMD FX-9370,CPU,2013-07-06,32.0,220.0,1200.0,4400.0,AMD
Intel Pentium 4 HT 560,CPU,2004-06-21,90.0,115.0,125.0,3600.0,Intel
AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,69.0,2200.0,AMD
Intel Xeon 3.2,CPU,2004-06-28,90.0,135.0,155.0,3200.0,Intel
Intel Pentium 4 HT 651,CPU,2006-01-05,65.0,86.0,188.0,3400.0,Intel
AMD Athlon XP 2000+,CPU,2003-09-01,130.0,60.0,63.0,1667.0,AMD
Intel Atom E680T,CPU,2010-09-14,45.0,4.0,47.0,1600.0,Intel
AMD Athlon II X2 250u,CPU,2009-10-20,45.0,25.0,410.0,1600.0,AMD
Intel Pentium 4 505J,CPU,2004-12-01,90.0,84.0,125.0,2660.0,Intel
Intel Pentium 4 511,CPU,2005-01-01,90.0,84.0,125.0,2800.0,Intel
Intel Xeon Phi 7250F,CPU,2016-06-20,14.0,230.0,8000.0,1400.0,Intel
AMD Ryzen Threadripper 1940X,CPU,2017-07-29,14.0,180.0,9600.0,3500.0,AMD
Intel Xeon E3-1240,CPU,2011-04-03,32.0,80.0,1160.0,3300.0,Intel
Intel Pentium M 1.40,CPU,2003-03-12,130.0,24.0,77.0,1400.0,Intel
Intel Xeon E5630,CPU,2010-03-16,32.0,80.0,1170.0,2533.0,Intel
Intel Core i5-2557M,CPU,2011-06-01,32.0,17.0,624.0,1700.0,Intel
Intel Core i5-4200Y,CPU,2013-06-04,22.0,12.0,1400.0,1400.0,Intel
Intel Celeron G550T,CPU,2011-09-04,32.0,35.0,504.0,2200.0,Intel
AMD A4-6300,CPU,2013-06-01,32.0,65.0,1178.0,3700.0,AMD
AMD A10-9700,CPU,2017-07-27,28.0,65.0,1178.0,3500.0,AMD
AMD Turion 64 MT-32,CPU,2005-03-10,90.0,25.0,114.0,1800.0,AMD
AMD Athlon 64 3800+,CPU,2007-02-20,65.0,45.0,122.0,2400.0,AMD
Intel Core i7-2675QM,CPU,2011-10-12,32.0,45.0,1160.0,2200.0,Intel
AMD Opteron 140,CPU,2003-09-09,130.0,82.0,106.0,1400.0,AMD
AMD EPYC 7552,CPU,2019-08-07,7.0,200.0,3800.0,2200.0,AMD
Intel Pentium 4 HT 520,CPU,2004-06-21,90.0,84.0,125.0,2800.0,Intel
AMD Athlon 64 3500+,CPU,2004-10-14,90.0,67.0,69.0,2200.0,AMD
AMD Mobile Athlon 64 3000+,CPU,2004-08-01,130.0,62.0,106.0,1800.0,AMD
Intel Core 2 Duo U7500,CPU,2008-02-27,65.0,10.0,293.0,1073.0,Intel
AMD Phenom X4 9850 (95W),CPU,2008-10-01,65.0,95.0,450.0,2500.0,AMD
Intel Pentium 4-M 1.70,CPU,2002-03-04,130.0,30.0,55.0,1700.0,Intel
AMD Sempron 3200+ EE SFF,CPU,2006-05-23,90.0,35.0,81.0,1800.0,AMD
Intel Core i3-2357M,CPU,2011-06-01,32.0,17.0,624.0,1300.0,Intel
AMD Athlon II X2 270,CPU,2011-07-01,45.0,65.0,410.0,3400.0,AMD
Intel Atom D525,CPU,2010-06-21,45.0,13.0,176.0,1834.0,Intel
AMD EPYC 7702P,CPU,2019-08-07,7.0,200.0,3800.0,2000.0,AMD
Intel Pentium G3220T,CPU,2013-09-01,22.0,35.0,1400.0,2600.0,Intel
Intel Core i7-4930K,CPU,2013-09-01,22.0,130.0,1860.0,3400.0,Intel
AMD Athlon XP-M 2200+,CPU,2002-11-11,130.0,45.0,63.0,1800.0,AMD
AMD Opteron 146,CPU,2003-09-09,130.0,89.0,106.0,2000.0,AMD
Intel Xeon E5507,CPU,2010-03-16,45.0,80.0,731.0,2266.0,Intel
AMD Turion 64 ML-42,CPU,2005-10-04,90.0,35.0,114.0,2400.0,AMD
AMD Ryzen 3 1300,CPU,2017-04-11,14.0,65.0,4800.0,3200.0,AMD
Intel Celeron G1840,CPU,2014-05-01,22.0,54.0,1400.0,2800.0,Intel
Intel Core i7-4860HQ,CPU,2014-02-01,22.0,47.0,1400.0,2400.0,Intel
AMD Athlon 64 FX-72,CPU,2006-11-30,90.0,125.0,227.0,2800.0,AMD
